Date,Market,Contracts,Points,SCALEDPROFIT,REALPROFIT
20070906,TU2,3,-0.246,-2.21038,-0.59680
20070907,GO,1,1.702,0.05246,0.06610
20070910,GBS,8,-0.299,-0.77962,-0.97296
20070911,HO2,1,0.310,3.33692,5.20560
20070912,CL2,1,14.340,3.18544,5.73380
20070913,EC,1,0.011,0.61900,0.55710
20070913,SF,1,-0.003,-0.17706,-0.14165
20070914,CD,1,0.064,6.37500,2.55000
20070917,LLG,2,-1.225,-0.40993,-0.98384
20070917,S2,1,-11.765,-0.17449,-0.23730
20070918,GC2,1,76.995,1.20227,3.07780
20070926,NQ,2,50.265,0.50015,0.80024
20070927,W2,1,-46.905,-0.97927,-0.94010
20070928,CT2,1,-4.270,-1.33737,-0.85592
20071001,AD,1,0.012,0.77053,0.46232
20071017,GO,1,65.010,2.06222,2.59840
20071019,EC,1,0.028,1.52900,1.37610
20071022,BP,1,0.001,0.06875,0.03300
20071022,TU2,2,0.612,5.42117,0.97581
20071025,TY2,2,1.607,1.45667,1.28187
20071026,RB2,1,0.034,0.28592,0.57184
20071030,SI2,1,-10.338,-0.04639,-0.20876
20071030,S2,1,187.497,2.75585,3.74795
20071031,SF,1,0.025,1.57181,1.25745
20071101,RR2,3,155.165,3.09830,3.71796
20071109,LLG,2,0.382,0.12580,0.30192
20071109,ED,4,-0.180,-2.28062,-0.72980
20071113,JY,1,-0.009,-0.34802,-0.43155
20071115,LES,6,-0.049,-0.25650,-0.30780
20071120,BAX,4,-0.080,-0.65675,-0.32680
20071120,GBS,6,-0.349,-0.90821,-0.85008
20071121,CL2,1,-6.530,-1.45231,-2.61416
20071121,GO,1,-54.003,-1.71595,-2.16210
20071213,SB2,4,1.417,1.17147,2.53037
20071214,W2,1,-62.098,-1.29578,-1.24395
20071228,RB2,1,-0.158,-1.33218,-2.66436
20080103,HO2,1,-0.182,-1.95777,-3.05412
20080103,GO,1,-58.207,-1.84944,-2.33030
20080103,CL2,1,-7.311,-1.62571,-2.92628
20080103,GC2,1,-6.586,-0.10369,-0.26544
20080103,LLG,2,-1.064,-0.35623,-0.85496
20080103,TY2,1,1.536,1.39162,0.61231
20080103,ED,3,0.783,9.76313,2.34315
20080103,LSS,8,-0.051,-0.19500,-0.21840
20080103,TU2,2,1.495,13.27057,2.38870
20080109,SI2,1,314.524,1.39744,6.28848
20080114,BAX,4,0.590,4.72669,2.35200
20080115,PA2,1,-25.279,-0.63321,-1.01314
20080115,SF,1,-0.016,-1.01687,-0.81350
20080115,LES,7,0.308,1.52850,2.13990
20080116,JY,1,0.050,2.00077,2.48095
20080122,GBS,6,-0.422,-1.09474,-1.02468
20080125,GC2,1,24.373,0.38005,0.97292
20080129,PA2,1,74.711,1.86652,2.98644
20080131,RR2,2,281.635,5.62770,4.50216
20080205,S2,1,127.793,1.87783,2.55385
20080206,W2,1,-18.602,-0.38964,-0.37405
20080208,GBS,6,-0.415,-1.07679,-1.00788
20080211,LEU,5,-0.232,-1.16850,-1.16850
20080211,ED,3,-0.002,-0.04625,-0.01110
20080211,SB2,3,0.876,0.72280,1.17094
20080215,GO,1,106.730,3.38667,4.26720
20080220,CL2,1,1.428,0.31624,0.56924
20080220,HO2,1,0.197,2.12205,3.31041
20080222,PA2,1,34.926,0.87190,1.39504
20080222,CT2,2,7.840,2.44687,3.13200
20080226,W2,1,-99.750,-2.08021,-1.99700
20080227,SF,1,0.050,3.13819,2.51055
20080227,EC,1,0.061,3.36217,3.02595
20080228,W2,1,-106.175,-2.21406,-2.12550
20080229,NG2,1,-0.056,-0.26714,-0.22440
20080229,HG2,1,-23.787,-1.91988,-2.38065
20080303,TY2,1,-0.632,-0.57926,-0.25487
20080310,LLG,2,-1.875,-0.62663,-1.50392
20080312,RR2,2,-53.895,-1.08290,-0.86632
20080313,W2,1,-117.213,-2.44401,-2.34625
20080327,RR2,1,377.500,7.54500,3.01800
20080403,RB2,1,0.550,4.61546,9.23093
20080408,GO,1,230.000,7.30000,9.19800
20080408,HO2,1,0.612,6.59141,10.28261
20080408,CL2,1,14.851,3.29902,5.93824
20080410,HG2,1,-37.817,-3.05133,-3.78365
20080417,NG2,1,1.613,7.68062,6.45172
20080422,AD,1,0.013,0.88280,0.52968
20080604,BAX,4,-0.359,-2.90273,-1.44440
20080606,NQ,1,-138.237,-1.38488,-1.10790
20080606,NK,1,-955.450,-2.39113,-1.91290
20080609,CL2,1,-5.821,-1.29460,-2.33028
20080627,S2,1,-79.470,-1.17015,-1.59140
20080703,HO2,1,-0.337,-3.62794,-5.65958
20080703,GO,1,-99.125,-3.14841,-3.96700
20080703,EC,1,-0.042,-2.35761,-2.12185
20080813,LES,6,0.001,-0.00400,-0.00480
20080826,TY2,1,-0.148,-0.13907,-0.06119
20080903,ED,3,0.077,0.94125,0.22590
20080903,TU2,2,0.239,2.10202,0.37836
20080908,LLG,1,-1.727,-0.57730,-0.69276
20080916,LEU,5,-0.255,-1.28700,-1.28700
20080916,LSS,8,-0.345,-1.24643,-1.39600
20080916,GBS,5,-0.680,-1.75718,-1.37060
20080916,BAX,3,-0.340,-2.75241,-1.02720
20080930,LEU,5,0.346,1.71775,1.71775
20080930,GBS,4,2.745,7.02564,4.38400
20081002,LSS,7,2.492,8.88464,8.70695
20081003,LLG,1,-1.077,-0.36063,-0.43276
20081003,LES,5,-0.044,-0.22900,-0.22900
20081006,BAX,3,1.769,14.20579,5.30160
20081007,TU2,1,-0.963,-8.58296,-0.77247
20081007,ED,3,0.865,10.78500,2.58840
20081013,LEU,4,2.201,10.99400,8.79520
20081023,JY,1,-0.000,-0.00226,-0.00280
20081023,LES,5,1.789,8.93550,8.93550
20081105,TU2,1,1.933,17.15683,1.54411
20081113,LLG,1,6.327,2.10730,2.52876
20081120,TY2,1,6.101,5.54176,2.43838
20081202,JY,1,-0.001,-0.03177,-0.03940
20081230,LSS,5,-0.088,-0.32875,-0.23012
20090126,GC2,1,6.248,0.09684,0.24792
20090206,SI2,1,-37.996,-0.16932,-0.76192
20090227,SB2,2,-1.316,-1.09591,-1.18358
20090309,LLG,1,-2.306,-0.77047,-0.92456
20090324,RB2,1,0.384,3.22418,6.44836
20090327,HG2,1,5.524,0.44387,0.55040
20090327,PA2,1,-9.695,-0.24363,-0.38980
20090402,LSS,6,0.042,0.13696,0.11505
20090406,NQ,1,359.385,3.59135,2.87308
20090409,S2,1,179.135,2.63287,3.58070
20090414,AD,1,0.046,3.07920,1.84752
20090415,ED,3,0.168,2.06875,0.49650
20090504,SB2,2,5.518,4.57386,4.93977
20090507,NK,1,-128.350,-0.32338,-0.25870
20090508,SI2,1,52.131,0.23125,1.04062
20090511,CL2,1,4.941,1.09698,1.97456
20090513,BP,1,0.108,5.59792,2.68700
20090521,HO2,1,0.105,1.12523,1.75536
20090521,FCE,1,-121.000,-0.57857,-0.48600
20090521,CD,1,0.009,0.85410,0.34164
20090521,EC,1,0.098,5.42522,4.88270
20090522,SF,1,0.056,3.46937,2.77550
20090529,GC2,1,-43.045,-0.67336,-1.72380
20090529,GO,1,4.320,0.13556,0.17080
20090602,HG2,1,-13.250,-1.07016,-1.32700
20090602,PA2,1,-9.179,-0.23071,-0.36914
20090602,ES,1,-69.107,-0.98868,-1.38415
20090603,LB,1,-11.544,-0.87920,-0.50994
20090616,LES,10,-0.058,-0.29750,-0.59500
20090622,LEU,6,0.128,0.62875,0.75450
20090623,ED,5,0.715,8.91563,3.56625
20090625,LSS,8,1.197,4.25893,4.77000
20090707,TU2,3,-0.417,-3.72709,-1.00631
20090709,JY,1,-0.039,-1.55468,-1.92780
20090709,GBS,5,-0.537,-1.38974,-1.08400
20090721,HG2,1,17.987,1.44895,1.79670
20090721,ES,1,93.770,1.33814,1.87340
20090724,PA2,1,56.175,1.40313,2.24500
20090724,FCE,1,325.445,1.54736,1.29978
20090728,CD,1,-0.026,-2.61270,-1.04508
20090728,AD,1,0.083,5.54540,3.32724
20090730,NK,1,-210.000,-0.52750,-0.42200
20090804,RB2,1,-0.202,-1.70151,-3.40303
20090806,HO2,1,-0.182,-1.96389,-3.06367
20090806,GO,1,-59.673,-1.89595,-2.38890
20090810,RR2,1,-85.615,-1.71730,-0.68692
20090817,LEU,7,0.056,0.26800,0.37520
20090820,TU2,3,1.133,10.04783,2.71291
20090824,LES,12,-0.048,-0.25100,-0.60240
20090831,SB2,2,-0.868,-0.72399,-0.78191
20090901,GBS,6,0.769,1.95974,1.83432
20090903,GC2,1,158.970,2.48312,6.35680
20090903,JY,1,0.007,0.26903,0.33360
20090909,SI2,1,-52.197,-0.23243,-1.04594
20090917,CD,1,-0.003,-0.28650,-0.11460
20090929,TY2,1,-1.205,-1.09986,-0.48394
20091002,BAX,11,-0.112,-0.92042,-1.25950
20091002,LLG,1,-1.757,-0.58743,-0.70492
20091008,SI2,1,-120.132,-0.53436,-2.40464
20091014,CT2,1,1.872,0.58184,0.37238
20091015,CL2,1,-2.121,-0.47247,-0.85044
20091016,HO2,1,-0.102,-1.09729,-1.71177
20091016,RB2,1,-0.077,-0.65137,-1.30274
20091020,GO,1,-41.758,-1.32722,-1.67230
20091020,HG2,1,24.636,1.98516,2.46160
20091029,BAX,10,-0.038,-0.31913,-0.39700
20091029,LES,14,0.066,0.32100,0.89880
20091102,RR2,2,47.980,0.95460,0.76368
20091109,LEU,8,0.437,2.17425,3.47880
20091110,NQ,2,39.810,0.39560,0.63296
20091110,ES,1,9.410,0.13300,0.18620
20091112,PA2,1,13.368,0.33295,0.53272
20091117,SI2,1,-69.679,-0.31013,-1.39558
20091118,TY2,1,-0.950,-0.86861,-0.38219
20091120,S2,1,-58.845,-0.86684,-1.17890
20091127,JY,1,-0.024,-0.95565,-1.18500
20091202,GC2,1,-29.736,-0.46541,-1.19144
20091215,SB2,1,1.888,1.56280,0.84391
20091217,FCE,1,-11.940,-0.05924,-0.04976
20091218,ED,8,-0.150,-1.89875,-1.21520
20091231,PA2,1,31.831,0.79453,1.27124
20100105,HO2,1,-0.171,-1.84223,-2.87388
20100105,CD,1,-0.019,-1.87540,-0.75016
20100106,RB2,1,-0.149,-1.25394,-2.50789
20100107,ED,8,0.171,2.11000,1.35040
20100115,GBS,8,1.455,3.71744,4.63936
20100122,BAX,10,-0.081,-0.66479,-0.82700
20100201,TU2,3,-0.197,-1.77476,-0.47918
20100205,LB,1,-20.014,-1.52175,-0.88262
20100219,CT2,1,0.942,0.29119,0.18636
20100308,PA2,1,41.390,1.03351,1.65362
20100309,RB2,1,-0.013,-0.11155,-0.22310
20100310,NQ,2,73.098,0.72848,1.16556
20100311,ES,1,27.807,0.39582,0.55415
20100315,CD,1,-0.010,-0.98450,-0.39380
20100326,LES,16,0.099,0.48350,1.54720
20100330,HG2,1,-17.908,-1.44581,-1.79280
20100330,NK,1,-266.400,-0.66850,-0.53480
20100412,AD,1,-0.032,-2.16420,-1.29852
20100412,LB,1,6.969,0.52523,0.30464
20100415,FCE,2,-191.985,-0.91660,-1.53988
20100422,CT2,1,-3.596,-1.12700,-0.72128
20100428,GC2,1,14.247,0.22183,0.56788
20100428,TY2,2,7.145,6.49076,5.71187
20100430,GO,1,-32.270,-1.02603,-1.29280
20100430,SI2,1,-111.154,-0.49446,-2.22508
20100503,HO2,1,-0.131,-1.41717,-2.21078
20100503,TU2,4,1.404,12.45574,4.48407
20100504,LLG,1,9.405,3.13347,3.76016
20100512,SI2,1,-120.459,-0.53582,-2.41118
20100513,LEU,9,-0.139,-0.70525,-1.26945
20100514,GBS,8,0.027,0.05667,0.07072
20100521,LES,14,-0.036,-0.19200,-0.53760
20100609,GC2,1,-37.582,-0.58800,-1.50528
20100611,LEU,8,-0.150,-0.75875,-1.21400
20100707,JY,1,0.020,0.81706,1.01315
20100713,LSS,15,0.081,0.27357,0.57450
20100730,W2,1,110.082,2.29130,2.19965
20100802,S2,1,-8.688,-0.12923,-0.17575
20100809,BP,1,-0.056,-2.90318,-1.39352
20100811,ED,7,0.047,0.56688,0.31745
20100812,BAX,5,-0.130,-1.06109,-0.66000
20100817,LES,12,-0.082,-0.42000,-1.00800
20100819,SB2,1,4.879,4.04431,2.18393
20100820,SF,1,0.046,2.87088,2.29670
20100823,GBS,7,-0.270,-0.70615,-0.77112
20100902,HG2,1,31.977,2.57718,3.19570
20100903,CT2,1,10.924,3.41063,2.18280
20100907,AD,1,0.067,4.47380,2.68428
20100908,GC2,1,66.486,1.03806,2.65744
20100908,S2,1,24.622,0.36062,0.49045
20100915,SI2,1,240.179,1.06702,4.80158
20100915,FCE,1,-53.820,-0.25867,-0.21728
20100916,PA2,1,133.388,3.33345,5.33352
20100920,LES,11,0.063,0.30300,0.66660
20100922,NQ,1,321.975,3.21725,2.57380
20100923,EC,1,0.035,1.95589,1.76030
20100927,ES,1,159.970,2.28386,3.19740
20100928,TY2,1,-0.591,-0.54205,-0.23850
20100928,RR2,2,127.000,2.53500,2.02800
20101001,GO,1,-9.972,-0.31817,-0.40090
20101001,HO2,1,-0.001,-0.01678,-0.02618
20101006,CD,1,0.026,2.61830,1.04732
20101007,JY,1,0.000,0.00492,0.00610
20101011,LLG,1,-1.860,-0.62167,-0.74600
20101011,CT2,1,1.421,0.44097,0.28222
20101011,SB2,1,4.093,3.39156,1.83144
20101011,S2,1,107.242,1.57563,2.14285
20101014,LB,1,-4.776,-0.36577,-0.21214
20101015,BP,1,-0.019,-0.96927,-0.46525
20101022,CT2,1,6.505,2.02981,1.29908
20101101,SI2,1,222.000,0.98622,4.43800
20101103,CT2,1,5.750,1.79375,1.14800
20101104,CL2,1,-3.620,-0.80547,-1.44984
20101105,GC2,1,-39.883,-0.62395,-1.59732
20101105,RB2,1,0.551,4.62499,9.24998
20101105,TY2,1,-2.222,-2.02443,-0.89075
20101109,RR2,2,-107.840,-2.16180,-1.72944
20101111,NK,1,508.200,1.26800,1.01440
20101203,PA2,1,17.954,0.44760,0.71616
20101206,SI2,1,-79.158,-0.35226,-1.58516
20101206,CL2,1,-4.231,-0.94124,-1.69424
20101206,HO2,1,0.583,6.27859,9.79460
20101206,GO,1,195.342,6.19976,7.81170
20101207,GC2,1,-63.181,-0.98798,-2.52924
20101209,HG2,1,22.559,1.81766,2.25390
20101217,LB,1,5.695,0.42858,0.24858
20101220,CT2,1,-4.866,-1.52362,-0.97512
20101222,FCE,1,44.495,0.20950,0.17598
20101223,SB2,1,-2.366,-1.96628,-1.06179
20101227,S2,1,9.835,0.14316,0.19470
20101228,ED,10,0.220,2.72063,2.17650
20101229,SF,1,-0.014,-0.90162,-0.72130
20101229,AD,1,-0.023,-1.51447,-0.90868
20101230,LSS,19,-0.112,-0.41429,-1.10200
20110104,W2,1,11.190,0.23104,0.22180
20110125,RR2,1,-28.000,-0.56500,-0.22600
20110125,CT2,1,22.110,6.90625,4.42000
20110203,SB2,1,-4.360,-3.62105,-1.95537
20110218,SI2,1,1331.950,5.91933,26.63700
20110224,CL2,1,-0.593,-0.13293,-0.23928
20110225,SF,1,-0.006,-0.36344,-0.29075
20110228,AD,1,-0.032,-2.13973,-1.28384
20110302,GC2,1,61.499,0.96014,2.45796
20110303,BP,1,-0.004,-0.19276,-0.09252
20110304,CT2,1,-11.501,-3.59722,-2.30222
20110314,BAX,8,0.021,0.15514,0.15440
20110315,EC,1,0.044,2.44144,2.19730
20110316,JY,1,-0.009,-0.36726,-0.45540
20110317,LES,14,-0.075,-0.38750,-1.08500
20110325,AD,1,0.048,3.19220,1.91532
20110331,RB2,1,0.203,1.70194,3.40388
20110401,CL2,1,-1.065,-0.23778,-0.42800
20110401,CD,1,0.002,0.22580,0.09032
20110413,SF,1,0.011,0.69663,0.55730
20110421,LSS,13,0.225,0.79000,1.43780
20110427,ES,1,-30.247,-0.43354,-0.60695
20110427,LLG,2,2.611,0.86873,2.08496
20110427,TU2,3,0.963,8.54196,2.30633
20110428,NQ,2,-100.620,-1.00870,-1.61392
20110504,TY2,1,2.501,2.26890,0.99831
20110518,BAX,8,0.073,0.57154,0.56880
20110523,LES,10,0.730,3.64100,7.28200
20110531,SF,1,0.178,11.10406,8.88325
20110603,NG2,1,-0.368,-1.75386,-1.47324
20110607,JY,1,0.015,0.61895,0.76750
20110616,GBS,6,-0.211,-0.55449,-0.51900
20110624,LEU,8,-0.136,-0.68925,-1.10280
20110712,GBS,6,-0.441,-1.14295,-1.06980
20110712,LEU,7,0.465,2.31575,3.24205
20110712,LLG,2,4.733,1.57600,3.78240
20110713,GC2,1,243.631,3.80595,9.74324
20110714,TY2,1,5.306,4.81947,2.12056
20110714,RR2,1,-90.580,-1.81660,-0.72664
20110722,AD,1,-0.019,-1.26793,-0.76076
20110725,SB2,1,-3.054,-2.53756,-1.37028
20110727,PA2,1,-62.782,-1.57080,-2.51328
20110801,GBS,6,0.967,2.46654,2.30868
20110803,BAX,7,0.336,2.68569,2.33870
20110811,JY,1,-0.017,-0.67335,-0.83495
20110830,RR2,1,-39.305,-0.79110,-0.31644
20110831,S2,1,-74.473,-1.09665,-1.49145
20110906,LLG,1,-1.032,-0.34573,-0.41488
20111110,GBS,4,0.228,0.57308,0.35760
20111116,LLG,1,-0.701,-0.23540,-0.28248
20111215,TY2,1,-0.607,-0.55597,-0.24462
20120104,CL2,1,-1.159,-0.25867,-0.46560
20120111,ES,1,78.740,1.12343,1.57280
20120113,LEU,5,0.135,0.66400,0.66400
20120117,TU2,9,-0.117,-1.06258,-0.86069
20120118,FCE,1,121.885,0.57802,0.48554
20120118,AD,1,0.007,0.44593,0.26756
20120119,NQ,1,254.688,2.54438,2.03550
20120127,RB2,1,0.204,1.71221,3.42443
20120203,PA2,1,-53.477,-1.33817,-2.14108
20120203,ED,9,-0.115,-1.46250,-1.05300
20120206,HG2,1,-21.643,-1.74702,-2.16630
20120207,GO,1,-7.910,-0.25270,-0.31840
20120209,LSS,17,-0.060,-0.22857,-0.54400
20120210,HO2,1,-0.089,-0.96190,-1.50056
20120214,LB,1,-20.630,-1.56848,-0.90972
20120215,NK,1,712.750,1.77937,1.42350
20120223,S2,1,158.763,2.33327,3.17325
20120301,CD,1,-0.012,-1.19810,-0.47924
20120305,W2,1,-51.482,-1.07464,-1.03165
20120320,SB2,1,-1.591,-1.32389,-0.71490
20120327,BP,1,-0.002,-0.09182,-0.04408
20120410,GBS,10,0.031,0.06615,0.10320
20120411,LLG,1,3.030,1.00847,1.21016
20120426,RR2,2,-96.125,-1.92750,-1.54200
20120430,LB,1,-9.597,-0.73150,-0.42427
20120514,TY2,2,0.715,0.64503,0.56762
20120531,LEU,9,-0.117,-0.59375,-1.06875
20120601,TU2,10,-0.100,-0.91326,-0.82193
20120619,LEU,9,0.340,1.69225,3.04605
20120705,S2,1,102.112,1.50018,2.04025
20120706,W2,1,41.862,0.87005,0.83525
20120709,GBS,11,-0.103,-0.27718,-0.47564
20120710,LB,1,5.803,0.43678,0.25333
20120713,LLG,1,-1.724,-0.57640,-0.69168
20120713,LSS,18,0.030,0.09286,0.23400
20120717,TU2,10,-0.100,-0.90786,-0.81708
20120717,TY2,2,-1.291,-1.17784,-1.03650
20120719,NG2,1,-0.102,-0.48938,-0.41108
20120720,ED,14,0.051,0.60875,0.68180
20120810,FCE,1,-44.215,-0.21293,-0.17886
20120810,AD,1,-0.029,-1.95927,-1.17556
20120816,ES,1,10.398,0.14711,0.20595
20120822,S2,1,-73.368,-1.08040,-1.46935
20120823,NQ,1,-40.843,-0.41093,-0.32874
20120824,RB2,1,-0.060,-0.50105,-1.00210
20120831,LLG,1,-2.548,-0.85100,-1.02120
20120904,GO,1,-45.808,-1.45579,-1.83430
20120904,HO2,1,-0.113,-1.21678,-1.89818
20120904,CD,1,-0.002,-0.17770,-0.07108
20120907,GC2,1,23.176,0.36134,0.92504
20120912,JY,1,-0.020,-0.82609,-1.02435
20120914,CL2,1,-6.338,-1.40951,-2.53712
20120914,SI2,1,-202.816,-0.90185,-4.05832
20120914,AD,1,-0.027,-1.83347,-1.10008
20120917,NK,1,-448.400,-1.12350,-0.89880
20120919,BP,2,-0.030,-1.56792,-1.50520
20120927,RB2,1,-0.081,-0.68130,-1.36260
20121002,NG2,1,-0.269,-1.28414,-1.07868
20121011,GO,1,-45.810,-1.45587,-1.83440
20121012,HO2,1,-0.184,-1.98529,-3.09705
20121017,SF,1,-0.026,-1.60394,-1.28315
20121018,EC,1,-0.031,-1.74661,-1.57195
20121018,CT2,1,-5.874,-1.83884,-1.17686
20121029,LB,1,49.861,3.77911,2.19188
20121109,TY2,2,-1.129,-1.03054,-0.90687
20121120,NK,1,1234.450,3.08363,2.46690
20121129,AD,1,-0.006,-0.42573,-0.25544
20121130,PA2,1,35.899,0.89622,1.43396
20121130,FCE,2,82.105,0.38860,0.65284
20121217,BP,2,-0.013,-0.69031,-0.66270
20121217,SF,1,-0.017,-1.05569,-0.84455
20121217,EC,1,0.019,1.07756,0.96980
20121227,RB2,1,0.152,1.27567,2.55135
20130114,NK,1,-388.000,-0.97250,-0.77800
20130123,CT2,1,7.348,2.29325,1.46768
20130125,ES,1,57.953,0.82646,1.15705
20130128,NK,1,1006.300,2.51325,2.01060
20130201,SF,1,-0.020,-1.25344,-1.00275
20130211,NQ,1,-19.095,-0.19345,-0.15476
20130214,LB,1,-19.239,-1.46296,-0.84852
20130301,TU2,14,-0.004,-0.05765,-0.07264
20130304,ED,25,-0.034,-0.44750,-0.89500
20130306,FCE,2,-65.080,-0.31229,-0.52464
20130311,PA2,1,-52.721,-1.31928,-2.11084
20130314,LB,1,-28.962,-2.20057,-1.27633
20130402,PA2,1,-51.257,-1.28267,-2.05228
20130405,NK,1,1780.350,4.44838,3.55870
20130412,NG2,1,-0.115,-0.55038,-0.46232
20130423,LLG,2,-1.542,-0.51567,-1.23760
20130423,ED,25,-0.025,-0.33750,-0.67500
20130424,LEU,11,-0.062,-0.32075,-0.70565
20130429,TY2,2,-1.198,-1.09389,-0.96262
20130430,FCE,2,57.055,0.26931,0.45244
20130430,ES,1,27.132,0.38618,0.54065
20130430,NQ,1,58.315,0.58065,0.46452
20130503,GBS,13,-0.232,-0.60641,-1.22980
20130520,S2,1,21.293,0.31165,0.42385
20130614,BP,1,-0.038,-1.96313,-0.94230
20130617,ED,26,-0.041,-0.53813,-1.11930
20130703,CL2,1,4.930,1.09444,1.97000
20130712,ES,1,-21.797,-0.31282,-0.43795
20130712,NQ,1,9.500,0.09250,0.07400
20130802,FCE,2,-46.500,-0.22381,-0.37600
20130807,ED,19,0.000,-0.02500,-0.03800
20130813,CT2,1,-2.123,-0.66650,-0.42656
20130816,GO,1,0.250,0.00635,0.00800
20130820,S2,1,1.000,0.01324,0.01800
20130821,BP,1,0.000,-0.00417,-0.00200
20130821,SF,1,-0.005,-0.29000,-0.23200
20130821,EC,1,-0.004,-0.24111,-0.21700
