Date,Market,Contracts,Points,SCALEDPROFIT,REALPROFIT
20080930,NQ,-1,-78.142,0.77892,0.62314
20080930,ES,-1,-126.143,1.80061,2.52085
20080930,NK,-1,-2115.000,5.28500,4.22800
20081001,AD,-1,-0.093,6.17260,3.70356
20081003,FCE,-1,-473.815,2.25388,1.89326
20081003,EC,-1,-0.070,3.89378,3.50440
20081007,CL2,-1,-54.476,12.10464,21.78836
20081007,CD,-1,-0.031,3.11900,1.24760
20081007,BP,-1,-0.109,5.68219,2.72745
20081007,SF,-1,-0.015,0.94994,0.75995
20081015,RR2,-1,34.050,-0.68600,-0.27440
20081016,SI2,-1,84.296,-0.37509,-1.68792
20081016,NQ,-1,122.565,-1.22815,-0.98252
20081016,CD,-1,-0.030,2.99060,1.19624
20081016,SB2,-2,1.258,-1.04779,-1.13162
20081017,HG2,-1,-9.419,0.75802,0.93995
20081023,GC2,-1,72.494,-1.13350,-2.90176
20081023,LB,-2,10.019,-0.76351,-0.88567
20081027,NK,-1,905.000,-2.26500,-1.81200
20081027,ES,-1,94.220,-1.34743,-1.88640
20081027,AD,-1,0.042,-2.81853,-1.69112
20081027,CT2,-1,-2.413,0.75081,0.48052
20081028,FCE,-1,325.600,-1.55286,-1.30440
20081111,BP,-1,0.006,-0.31859,-0.15293
20081112,HG2,-1,-1.870,0.14923,0.18505
20081112,RR2,-1,11.210,-0.22920,-0.09168
20081113,EC,-1,0.076,-4.23017,-3.80715
20081117,NQ,-1,92.475,-0.92725,-0.74180
20081120,ES,-1,80.678,-1.15396,-1.61555
20081121,FCE,-1,441.500,-2.10476,-1.76800
20081203,PA2,-1,29.981,-0.75078,-1.20124
20081203,LB,-2,-0.600,0.04207,0.04880
20081208,SB2,-2,1.347,-1.12121,-1.21091
20081229,BP,-1,0.025,-1.30526,-0.62652
20090106,LB,-2,-22.100,1.67310,1.94080
20090122,RR2,-1,-33.310,0.66120,0.26448
20090123,FCE,-1,14.000,-0.06905,-0.05800
20090211,NK,-1,430.000,-1.07750,-0.86200
20090216,GO,-1,35.695,-1.13476,-1.42980
20090218,HO2,-1,0.238,-2.56372,-3.99941
20090218,ES,-1,8.065,-0.11664,-0.16330
20090223,CT2,-1,1.986,-0.62372,-0.39918
20090224,NQ,-1,75.715,-0.75965,-0.60772
20090302,CD,-1,0.036,-3.58370,-1.43348
20090311,BP,-1,0.103,-5.38771,-2.58610
20090330,NG2,-1,0.225,-1.07619,-0.90400
20090401,JY,-1,0.034,-1.38065,-1.71200
20090529,TY2,-1,0.432,-0.39731,-0.17481
20090609,GBS,-5,0.581,-1.50372,-1.17290
20090706,NG2,-1,0.341,-1.62505,-1.36504
20090807,BAX,-10,0.106,-0.87138,-1.08400
20090807,W2,-1,-32.690,0.67896,0.65180
20090814,NG2,-1,-0.556,2.64357,2.22060
20090819,LB,-1,-8.059,0.60792,0.35260
20091005,S2,-1,95.268,-1.40246,-1.90735
20091113,NG2,-1,0.476,-2.26838,-1.90544
