Date,Market,Contracts,Points,SCALEDPROFIT,REALPROFIT
19990924,SP,-4,54.909,-0.78470,-0.54929
19990929,LES,-110,-0.290,1.43950,0.79173
19990929,LB,-23,14.500,-1.10345,-0.36800
19991004,GBS,-118,0.086,-0.23359,-0.10750
19991012,LEU,-132,0.048,-0.24850,-0.16401
19991014,TU2,-64,0.300,-2.68978,-0.38733
19991018,SP,-4,69.657,-0.99539,-0.69677
19991020,ED,-116,0.199,-2.50875,-0.58203
19991020,LSS,-198,0.259,-0.93964,-0.65117
19991022,TY2,-40,1.186,-1.08267,-0.47637
19991102,W2,-63,-14.463,0.29922,0.45242
19991117,NG2,-17,-0.028,0.13148,0.04694
19991119,EC,-15,0.004,-0.23089,-0.07793
19991119,SF,-22,0.002,-0.13625,-0.05995
19991124,AD,-33,0.013,-0.88113,-0.43616
19991130,TU2,-69,-0.593,5.25297,0.81552
19991201,CT2,-41,1.180,-0.37181,-0.24391
19991210,S2,-37,17.803,-0.26327,-0.33120
19991215,ED,-133,-0.243,3.01125,0.80099
19991216,RR2,-81,7.420,-0.15340,-0.12425
19991216,SB2,-86,0.121,-0.10367,-0.12037
19991221,TY2,-44,-0.998,0.90313,0.43711
20000104,GBS,-124,0.392,-1.01897,-0.49278
20000105,NG2,-16,0.356,-1.69867,-0.57075
20000105,LSS,-208,0.169,-0.61643,-0.44876
20000124,SF,-22,0.001,-0.09600,-0.04224
20000125,EC,-15,-0.005,0.27761,0.09369
20000128,LEU,-130,0.105,-0.53400,-0.34710
20000131,AD,-36,-0.049,3.25033,1.75518
20000204,BP,-28,0.009,-0.49719,-0.16706
20000207,TU2,-70,0.395,-3.53530,-0.55681
20000209,JY,-14,0.014,-0.57508,-0.24959
20000215,SB2,-93,0.105,-0.09040,-0.11350
20000224,RR2,-84,27.110,-0.54720,-0.45965
20000228,SI2,-45,11.386,-0.05105,-0.25844
20000301,SF,-21,0.016,-0.99050,-0.41601
20000301,EC,-14,-0.043,2.40550,0.75773
20000303,LES,-85,-0.177,0.87650,0.37251
20000313,LEU,-149,0.147,-0.74500,-0.55502
20000328,ED,-150,0.153,-1.93875,-0.58163
20000407,HG2,-57,2.035,-0.16573,-0.29284
20000412,RR2,-80,-16.300,0.32100,0.25680
20000412,LB,-29,-27.900,2.11310,0.88856
20000417,CD,-56,-0.005,0.53190,0.29786
20000424,SF,-21,0.001,-0.07844,-0.03294
20000425,SI2,-50,-11.777,0.05190,0.29192
20000426,LEU,-147,-0.225,1.11525,0.81971
20000427,GC2,-47,4.845,-0.07648,-0.23006
20000427,W2,-75,9.760,-0.20542,-0.36975
20000428,ED,-135,-0.118,1.44875,0.39116
20000501,BP,-28,-0.045,2.33052,0.78306
20000510,JY,-15,0.031,-1.26448,-0.58798
20000518,NK,-15,-301.950,0.75238,0.22571
20000524,ND,-1,623.196,-6.23246,-0.62325
20000609,LEU,-125,0.179,-0.90325,-0.56453
20000614,RR2,-86,-10.860,0.21220,0.18249
20000622,LB,-29,8.400,-0.64069,-0.26941
20000627,CT2,-30,1.227,-0.38666,-0.18559
20000630,DAX,-5,451.830,-0.89207,-0.56504
20000705,S2,-37,6.088,-0.09099,-0.11447
20000705,W2,-65,-6.935,0.14240,0.22214
20000705,LB,-28,-67.286,5.10101,2.07101
20000713,JY,-14,0.012,-0.49859,-0.21639
20000717,LEU,-121,0.087,-0.44750,-0.27074
20000731,NK,-13,800.000,-2.00250,-0.52065
20000801,RR2,-86,22.175,-0.44850,-0.38571
20000804,GC2,-60,3.213,-0.05098,-0.19578
20000804,EC,-14,-0.028,1.54061,0.48529
20000816,GBS,-142,0.270,-0.70462,-0.39022
20000821,BP,-27,-0.053,2.74354,0.88891
20000830,AD,-29,-0.038,2.52467,1.09823
20000901,SF,-24,0.006,-0.37863,-0.18174
20000914,DAX,-6,-232.095,0.45764,0.34784
20000918,W2,-68,11.115,-0.23365,-0.38131
20001002,CD,-60,-0.014,1.41630,0.84978
20001003,JY,-18,-0.071,2.84601,1.58807
20001004,SP,-4,-30.430,0.43443,0.30410
20001009,GC2,-68,0.519,-0.00889,-0.03869
20001009,ND,-1,132.054,-1.32104,-0.13210
20001011,NK,-15,-40.000,0.09750,0.02925
20001012,FCE,-18,259.010,-1.23576,-0.46712
20001019,EC,-14,0.021,-1.17733,-0.37086
20001019,SF,-24,0.009,-0.58537,-0.28098
20001024,SI2,-78,-22.165,0.09807,0.86054
20001113,ND,-1,-252.135,2.52085,0.25209
20001115,SB2,-57,0.937,-0.78073,-0.60078
20001117,NK,-15,275.000,-0.69000,-0.20700
20001123,FCE,-17,-857.445,4.08069,1.45681
20001124,SP,-3,18.223,-0.26061,-0.13682
20001127,BP,-24,0.040,-2.07500,-0.59760
20001201,DAX,-6,317.465,-0.62690,-0.47650
20001207,LB,-32,-23.026,1.74335,0.80891
20001215,W2,-78,12.610,-0.26479,-0.49569
20001218,DAX,-6,236.110,-0.46635,-0.35446
20001220,NK,-15,118.750,-0.29938,-0.08981
20001226,CT2,-40,-25.251,7.88791,5.04826
20010103,HG2,-63,4.661,-0.37754,-0.73734
20010104,GO,-20,10.642,-0.33944,-0.21385
20010111,GC2,-81,-3.238,0.04981,0.25823
20010112,RR2,-77,-19.380,0.38260,0.29460
20010131,HO2,-13,0.009,-0.09581,-0.04858
20010209,NK,-16,-1320.250,3.29813,1.05540
20010209,S2,-56,9.993,-0.14842,-0.28259
20010213,LB,-33,10.276,-0.78301,-0.37467
20010213,W2,-78,10.763,-0.22630,-0.42364
20010215,SI2,-78,-8.599,0.03777,0.33146
20010221,ND,-1,-338.365,3.38315,0.33831
20010222,HG2,-59,3.511,-0.28476,-0.52082
20010222,SP,-3,-73.121,1.04430,0.54826
20010226,DAX,-6,-396.175,0.78145,0.59396
20010228,SB2,-63,-0.125,0.10041,0.08540
20010305,JY,-19,-0.023,0.91778,0.54057
20010316,RR2,-97,-16.290,0.32080,0.31118
20010319,HG2,-60,-0.240,0.01770,0.03293
20010320,GO,-25,23.653,-0.75246,-0.59256
20010320,W2,-79,1.513,-0.03359,-0.06369
20010321,CL2,-21,2.276,-0.50700,-0.47912
20010322,CD,-51,0.011,-1.07760,-0.54958
20010323,AD,-28,0.008,-0.56533,-0.23744
20010323,S2,-54,9.295,-0.13816,-0.25366
20010402,BP,-24,-0.008,0.39625,0.11412
20010403,GC2,-78,5.891,-0.09283,-0.46340
20010403,PA2,-10,9.869,-0.24796,-0.09919
20010427,NG2,-5,-1.649,7.85219,0.82448
20010501,LLG,-36,1.571,-0.52527,-0.56729
20010508,SI2,-68,17.413,-0.07784,-0.59544
20010509,SF,-22,-0.006,0.34856,0.15337
20010514,PA2,-9,-167.781,4.19326,1.50957
20010514,EC,-14,-0.007,0.38111,0.12005
20010515,HG2,-61,3.721,-0.30169,-0.57050
20010517,RR2,-82,29.555,-0.59610,-0.48880
20010522,W2,-70,-3.432,0.06943,0.11664
20010524,LLG,-36,0.828,-0.27760,-0.29981
20010525,TY2,-29,1.700,-1.54985,-0.49440
20010604,HG2,-63,-6.530,0.52500,1.02533
20010621,CL2,-25,1.361,-0.30344,-0.34137
20010621,JY,-18,0.009,-0.35681,-0.19910
20010625,SI2,-61,-1.925,0.00811,0.05566
20010627,DAX,-6,-1659.000,3.27360,2.48820
20010627,RR2,-65,-117.280,2.34060,1.52139
20010702,LSS,-209,0.182,-0.66500,-0.48645
20010719,CL2,-26,1.652,-0.36829,-0.43090
20010719,NK,-14,535.000,-1.34000,-0.37520
20010725,FCE,-18,285.535,-1.36207,-0.51486
20010813,ND,-2,-285.565,2.85515,0.57103
20010813,CT2,-35,-8.494,2.65137,1.48477
20010820,FCE,-19,-786.775,3.74417,1.49392
20010820,SP,-4,-130.931,1.87016,1.30911
20010820,NK,-15,-1150.250,2.87312,0.86194
20010823,NG2,-11,-0.531,2.52448,0.58315
20010910,HG2,-70,-1.962,0.15661,0.33985
20010914,CD,-55,-0.005,0.46530,0.25592
20010917,W2,-66,9.780,-0.20583,-0.32604
20010919,SB2,-80,-0.441,0.36208,0.39105
20010920,AD,-29,0.011,-0.70533,-0.30682
20010920,LB,-19,-34.000,2.57586,0.70965
20010925,PA2,-17,-58.763,1.46784,0.99813
20010925,GO,-33,-3.075,0.09603,0.09982
20010925,CL2,-25,-3.089,0.68542,0.77110
20010925,HO2,-21,-0.095,1.02401,0.83867
20011022,PA2,-16,43.800,-1.09625,-0.70160
20011022,S2,-36,12.470,-0.18485,-0.22626
20011101,PA2,-15,37.139,-0.92971,-0.55783
20011115,GO,-30,3.885,-0.12492,-0.11805
20011130,NG2,-12,-0.206,0.97843,0.24656
20011207,JY,-21,-0.043,1.72540,1.12324
20011226,EC,-18,0.024,-1.32706,-0.53746
20020104,RR2,-94,-46.495,0.92490,0.86941
20020118,CD,-63,0.010,-0.97790,-0.61608
20020123,GBS,-107,-0.280,0.70436,0.29393
20020128,EC,-18,0.018,-1.01911,-0.41274
20020128,SF,-23,0.012,-0.76537,-0.35207
20020228,SB2,-93,0.587,-0.49036,-0.61565
20020308,LEU,-103,0.040,-0.20825,-0.10725
20020308,LLG,-30,1.055,-0.35323,-0.31791
20020312,TY2,-24,1.964,-1.78992,-0.47254
20020312,W2,-69,17.213,-0.36068,-0.59728
20020321,BAX,-71,0.148,-1.20820,-0.26678
20020325,LSS,-153,0.318,-1.14857,-0.61506
20020405,PA2,-18,11.976,-0.30065,-0.21647
20020409,W2,-68,1.178,-0.02661,-0.04344
20020412,ND,-4,-27.435,0.27385,0.10954
20020422,CT2,-40,-0.146,0.04256,0.02724
20020429,SP,-5,28.285,-0.40436,-0.35381
20020604,FCE,-26,-222.970,1.05938,0.57842
20020604,DAX,-8,-267.725,0.52795,0.53505
20020604,SP,-4,-174.167,2.48781,1.74147
20020605,LB,-22,23.714,-1.80244,-0.57498
20020610,ND,-4,-127.135,1.27085,0.50834
20020612,PA2,-25,-4.400,0.10875,0.10875
20020704,FCE,-23,191.225,-0.91298,-0.44097
20020712,FCE,-22,-223.990,1.06424,0.49168
20020716,DAX,-7,-188.085,0.37079,0.32880
20020717,LB,-24,-26.587,2.01350,0.70070
20020722,NK,-19,-437.250,1.09062,0.41444
20020801,HG2,-69,3.072,-0.24935,-0.53337
20020806,NG2,-13,0.381,-1.81843,-0.49643
20020806,DAX,-6,470.090,-0.92811,-0.70544
20020917,DAX,-5,-343.510,0.67751,0.42914
20020919,FCE,-16,62.005,-0.29764,-0.10001
20020924,ND,-4,92.460,-0.92510,-0.37004
20020925,HG2,-69,1.865,-0.15206,-0.32525
20020930,PA2,-31,-65.855,1.64514,2.03997
20021003,NK,-19,146.250,-0.36812,-0.13989
20021007,SP,-3,58.121,-0.83059,-0.43606
20021007,RR2,-75,12.485,-0.25470,-0.19103
20021009,SI2,-51,15.990,-0.07151,-0.41030
20021016,JY,-19,0.022,-0.87629,-0.51613
20021112,NK,-18,538.200,-1.34800,-0.48528
20021112,LB,-29,20.646,-1.56970,-0.66006
20021218,RR2,-97,28.095,-0.56690,-0.54989
20021219,NK,-20,497.200,-1.24550,-0.49820
20021219,LB,-30,23.100,-1.75586,-0.76380
20021230,DAX,-6,-325.540,0.64205,0.48801
20021230,W2,-34,-32.688,0.67891,0.55399
20030131,NK,-21,-30.250,0.07312,0.03071
20030213,FCE,-20,-82.140,0.38876,0.16328
20030311,SP,-4,50.352,-0.71960,-0.50372
20030312,ND,-6,100.745,-1.00795,-0.60477
20030313,PA2,-29,-66.657,1.66517,1.93160
20030313,BAX,-105,0.144,-1.17444,-0.38351
20030425,NK,-27,375.000,-0.94000,-0.50760
20030506,LB,-29,20.439,-1.55399,-0.65345
20030509,SB2,-81,0.239,-0.20165,-0.22051
20030602,CT2,-38,1.644,-0.51694,-0.31430
20030630,NG2,-7,-0.167,0.79324,0.11661
20030804,LSS,-183,-0.051,0.16929,0.10843
20030819,SF,-18,0.012,-0.73650,-0.26514
20030828,LLG,-27,1.150,-0.38503,-0.31188
20030829,EC,-13,0.030,-1.68956,-0.49419
20030829,LEU,-156,0.110,-0.56000,-0.43680
20030903,NG2,-9,0.300,-1.43314,-0.27086
20030903,BP,-23,0.045,-2.32781,-0.64248
20030903,TU2,-49,0.562,-5.01681,-0.55310
20030903,GBS,-129,0.482,-1.24949,-0.62862
20030903,TY2,-21,2.902,-2.64233,-0.61038
20030904,SB2,-98,-0.037,0.02674,0.03538
20031006,LSS,-204,-0.066,0.22250,0.15887
20031010,LLG,-27,-0.320,0.10483,0.08492
20031017,ED,-156,0.160,-2.02500,-0.63180
20031020,LEU,-155,0.083,-0.42750,-0.33131
20031028,NG2,-10,0.509,-2.42810,-0.50990
20031230,SB2,-112,0.003,-0.00578,-0.00874
20040211,CT2,-22,5.274,-1.65138,-0.58128
20040309,W2,-36,26.785,-0.56010,-0.48393
20040310,CT2,-21,-2.034,0.63244,0.21250
20040405,LSS,-241,-0.169,0.58786,0.49586
20040415,CD,-26,-0.005,0.50550,0.13143
20040421,EC,-11,0.043,-2.40106,-0.59426
20040421,SF,-16,0.029,-1.83225,-0.58632
20040422,GC2,-33,2.360,-0.03766,-0.07953
20040429,AD,-20,-0.004,0.24740,0.07422
20040510,JY,-18,0.011,-0.43137,-0.24071
20040510,ED,-154,-0.098,1.20375,0.37075
20040510,LLG,-38,0.392,-0.13233,-0.15086
20040511,SP,-6,39.712,-0.56760,-0.59598
20040512,BP,-16,0.064,-3.32052,-0.63754
20040513,W2,-35,-52.475,1.09115,0.91656
20040602,CT2,-22,-9.633,3.00706,1.05849
20040603,BAX,-115,-0.077,0.60531,0.21649
20040610,TU2,-56,0.300,-2.68967,-0.33890
20040610,GBS,-155,0.161,-0.42615,-0.25761
20040610,LES,-139,0.148,-0.75050,-0.52160
20040614,LEU,-168,0.146,-0.73900,-0.62076
20040701,PA2,-19,7.975,-0.20062,-0.15247
20040713,RR2,-37,34.025,-0.68550,-0.25363
20040722,ND,-7,4.255,-0.04305,-0.03013
20040723,S2,-14,43.518,-0.64143,-0.30532
20040727,DAX,-12,41.210,-0.08172,-0.12423
20040727,SP,-6,19.710,-0.28186,-0.29595
20040806,NK,-21,288.200,-0.72300,-0.30366
20040813,NG2,-11,-0.433,2.05843,0.47550
20040920,S2,-16,-2.207,0.03099,0.01686
20040924,RR2,-45,18.915,-0.38330,-0.17248
20041001,W2,-45,17.885,-0.37469,-0.40466
20041026,NK,-25,460.850,-1.15463,-0.57731
20041102,CT2,-24,3.664,-1.14822,-0.44092
20041104,W2,-51,-5.015,0.10240,0.12533
20041123,ED,-116,-0.390,4.85375,1.12607
20041202,PA2,-40,-16.992,0.42355,0.67768
20041228,NG2,-6,0.490,-2.33781,-0.29456
20050105,TU2,-66,-0.492,4.34781,0.64565
20050124,RR2,-65,-40.970,0.81440,0.52936
20050207,S2,-38,31.910,-0.47074,-0.60819
20050225,LSS,-309,0.143,-0.52393,-0.56663
20050301,TY2,-38,0.030,-0.03196,-0.01336
20050317,ND,-9,-13.690,0.13640,0.12276
20050324,JY,-16,0.003,-0.12810,-0.06354
20050404,SB2,-112,0.033,-0.03100,-0.04687
20050421,SP,-7,36.456,-0.52109,-0.63833
20050509,EC,-14,-0.059,3.27894,1.03287
20050513,SF,-19,-0.034,2.13094,0.80976
20050523,GC2,-47,9.635,-0.15133,-0.45519
20050527,BP,-22,-0.040,2.09599,0.55334
20050601,JY,-19,-0.017,0.67000,0.39463
20050602,AD,-26,0.022,-1.44960,-0.56534
20050627,LB,-22,19.290,-1.46683,-0.46792
20050701,PA2,-47,10.657,-0.26768,-0.50323
20050705,SI2,-26,40.500,-0.18044,-0.52780
20050706,AD,-27,0.021,-1.38933,-0.56268
20050708,RR2,-62,37.760,-0.76020,-0.47132
20050720,CT2,-28,1.942,-0.61012,-0.27334
20050726,LB,-23,-17.500,1.32414,0.44160
20050801,ED,-127,0.106,-1.35000,-0.34290
20050808,W2,-47,4.822,-0.10255,-0.11568
20050822,BAX,-113,0.173,-1.40916,-0.49522
20050826,SI2,-31,24.579,-0.10968,-0.38252
20050912,S2,-21,-10.175,0.14816,0.10579
20050913,RR2,-67,46.150,-0.92800,-0.62176
20050926,EC,-14,-0.004,0.19333,0.06090
20050926,JY,-21,-0.048,1.93359,1.25877
20050926,BAX,-107,-0.526,4.21141,1.40143
20050928,SF,-21,0.004,-0.23037,-0.09676
20050928,LEU,-251,-0.397,1.97375,2.47706
20050929,ED,-127,-0.206,2.55375,0.64865
20050930,GBS,-216,-0.474,1.20333,1.01369
20050930,LES,-202,-0.240,1.19200,1.20392
20051004,TU2,-72,-0.068,0.58363,0.09455
20051014,TY2,-37,0.234,-0.21690,-0.08828
20051018,LSS,-270,-0.021,0.05964,0.05636
20051101,W2,-52,-5.720,0.11708,0.14612
20051104,AD,-29,0.009,-0.58520,-0.25456
20051114,CL2,-11,2.640,-0.58778,-0.29095
20051117,BP,-21,0.040,-2.07661,-0.52331
20051124,GO,-10,28.122,-0.89437,-0.28173
20051130,HO2,-7,0.171,-1.83846,-0.50190
20051228,AD,-31,0.018,-1.23667,-0.57505
20060104,NG2,-3,-2.529,12.04043,0.75855
20060119,S2,-32,34.692,-0.51165,-0.55668
20060131,TU2,-82,-0.145,1.27040,0.23439
20060131,GBS,-197,-0.306,0.77128,0.59258
20060202,ED,-136,-0.028,0.32812,0.08925
20060207,BAX,-127,0.139,-1.12942,-0.44609
20060209,HO2,-8,0.099,-1.06690,-0.33287
20060209,TY2,-42,-1.863,1.68878,0.78022
20060217,SF,-21,0.013,-0.83619,-0.35120
20060303,LEU,-194,-0.059,0.28350,0.27499
20060313,JY,-21,0.022,-0.88681,-0.57732
20060317,S2,-33,13.278,-0.19673,-0.22073
20060324,LB,-23,17.026,-1.29508,-0.43191
20060328,AD,-32,0.018,-1.17880,-0.56582
20060330,ED,-152,-0.310,3.84687,1.16945
20060331,TU2,-91,0.084,-0.76827,-0.15730
20060331,LSS,-335,-0.069,0.23214,0.27219
20060403,LLG,-42,-1.241,0.41217,0.51933
20060410,BAX,-129,0.190,-1.54341,-0.61920
20060413,CT2,-45,-2.280,0.70922,0.51064
20060428,NG2,-4,-0.059,0.27967,0.02349
20060504,LES,-162,0.140,-0.71050,-0.57551
20060512,LEU,-219,0.107,-0.54750,-0.59951
20060515,ND,-8,-113.917,1.13867,0.91094
20060515,TU2,-91,-0.162,1.41859,0.29046
20060515,LB,-26,-16.900,1.27862,0.48204
20060525,SB2,-32,-0.037,0.02666,0.01152
20060601,BAX,-133,-0.142,1.12862,0.46683
20060613,SP,-6,25.848,-0.36954,-0.38802
20060620,LSS,-339,0.138,-0.50893,-0.60384
20060623,TY2,-46,1.135,-1.03651,-0.52447
20060623,LEU,-219,-0.001,-0.00300,-0.00328
20060626,LLG,-42,1.164,-0.38967,-0.49098
20060626,CT2,-41,0.764,-0.24184,-0.15865
20060627,NG2,-6,0.181,-0.86476,-0.10896
20060627,GBS,-221,0.180,-0.47359,-0.40819
20060627,S2,-37,31.905,-0.47066,-0.59209
20060629,LB,-29,-14.887,1.12591,0.47345
20060719,NG2,-7,0.779,-3.71381,-0.54593
20060727,SB2,-44,-3.741,3.09961,1.84117
20060802,S2,-38,-25.658,0.37585,0.48559
20060804,LSS,-301,-0.050,0.16393,0.17270
20060814,W2,-40,17.158,-0.35953,-0.34515
20060818,HO2,-9,-0.310,3.33476,1.17050
20060818,LEU,-193,0.072,-0.37150,-0.35850
20060828,JY,-19,-0.002,0.08258,0.04864
20060829,CL2,-13,-11.359,2.52302,1.47597
20060906,RB2,-7,-0.091,0.76460,0.26761
20060908,NG2,-5,-0.579,2.75281,0.28904
20060911,GO,-12,-34.125,1.08175,0.40890
20060911,SF,-20,-0.000,0.01438,0.00575
20060912,PA2,-15,16.272,-0.40805,-0.24483
20060912,GC2,-13,6.300,-0.09922,-0.08255
20060919,GBS,-218,0.289,-0.75346,-0.64059
20060919,LB,-30,-5.936,0.44687,0.19439
20060920,CT2,-39,-1.708,0.53056,0.33107
20061011,EC,-16,0.024,-1.30878,-0.47116
20061011,CD,-27,-0.023,2.34180,0.63229
20061025,LEU,-201,0.070,-0.36200,-0.36381
20061026,GBS,-214,0.247,-0.64731,-0.54024
20061113,HG2,-8,-40.634,3.27532,0.81228
20061207,LB,-30,19.206,-1.46046,-0.63530
20061212,NG2,-4,-0.158,0.75033,0.06303
20061213,GBS,-224,-0.237,0.59397,0.51890
20061215,LSS,-360,-0.275,0.96607,1.21725
20061219,LLG,-50,-1.284,0.42623,0.63935
20061220,LEU,-217,-0.009,0.03275,0.03553
20061221,BAX,-159,-0.068,0.52814,0.26116
20061221,ED,-144,-0.063,0.76125,0.21924
20061226,HO2,-9,-0.100,1.07271,0.37652
20061226,JY,-25,-0.008,0.32819,0.25434
20070102,GO,-13,-8.908,0.28119,0.11515
20070104,CL2,-12,-2.006,0.44471,0.24014
20070105,LES,-214,0.020,-0.11000,-0.11770
20070108,SB2,-47,-0.093,0.07320,0.04645
20070109,RB2,-9,0.039,-0.33001,-0.14851
20070112,TU2,-79,0.155,-1.40078,-0.24899
20070122,LB,-32,8.800,-0.67103,-0.31136
20070302,LB,-33,0.356,-0.03045,-0.01457
20070315,W2,-29,-4.490,0.09146,0.06366
20070323,RR2,-67,5.725,-0.11950,-0.08006
20070328,BAX,-168,-0.462,3.70016,1.93326
20070328,LEU,-224,-0.161,0.79350,0.88872
20070402,GBS,-237,-0.584,1.48346,1.37116
20070403,SB2,-68,-0.331,0.27082,0.24861
20070404,LLG,-53,-3.088,1.02760,1.63388
20070409,ED,-143,-0.009,0.09312,0.02663
20070411,LES,-243,-0.183,0.90300,1.09715
20070411,CT2,-49,-4.078,1.27122,0.99664
20070418,LSS,-332,-0.137,0.47429,0.55112
20070420,LB,-38,3.000,-0.23103,-0.12730
20070518,SI2,-12,95.454,-0.42468,-0.57332
20070518,JY,-25,-0.003,0.12060,0.09347
20070604,TY2,-50,-0.462,0.41590,0.22875
20070604,TU2,-78,0.127,-1.15414,-0.20255
20070606,SB2,-73,0.599,-0.50040,-0.49315
20070607,RR2,-68,48.425,-0.97350,-0.66198
20070626,SI2,-13,26.677,-0.11901,-0.17405
20070626,NG2,-8,-0.510,2.42848,0.40798
20070627,GC2,-20,30.641,-0.47955,-0.61382
20070709,BAX,-163,0.138,-1.12460,-0.57009
20070711,RR2,-62,22.385,-0.45270,-0.28067
20070808,PA2,-30,-16.774,0.41810,0.50172
20070817,SI2,-13,64.602,-0.28756,-0.42056
20070821,NK,-17,695.350,-1.74087,-0.59190
20070822,NG2,-7,0.247,-1.17852,-0.17324
20070904,LSS,-293,0.099,-0.36821,-0.37760
20070910,LB,-29,-8.500,0.64138,0.26970
20070911,NK,-16,701.100,-1.75525,-0.56168
20071016,LSS,-216,0.219,-0.79714,-0.60264
20071109,NK,-14,-8.700,0.01925,0.00539
20071120,FCE,-21,225.400,-1.07571,-0.47439
20071204,LEU,-122,0.053,-0.27300,-0.16653
20071205,LB,-31,-36.100,2.73517,1.22946
20071217,NG2,-6,0.972,-4.62971,-0.58334
20071218,HG2,-8,31.725,-2.56012,-0.63491
20080107,NK,-12,-535.850,1.33712,0.32091
20080109,SP,-3,-7.991,0.11387,0.05978
20080111,FCE,-23,-407.500,1.93810,0.93610
20080114,ND,-5,-97.855,0.97805,0.48902
20080117,DAX,-7,-605.000,1.19356,1.05840
20080122,BP,-19,0.035,-1.81526,-0.41388
20080124,CD,-17,0.030,-3.05370,-0.51913
20080222,LB,-35,-8.850,0.66793,0.33898
20080305,NK,-11,-1.550,0.00137,0.00030
20080307,SP,-3,62.152,-0.88817,-0.46629
20080310,FCE,-18,201.470,-0.96176,-0.36355
20080311,DAX,-5,241.090,-0.47618,-0.30161
20080416,LES,-107,-0.023,0.10350,0.05537
20080416,LB,-35,9.276,-0.70715,-0.35888
20080418,LEU,-88,-0.432,2.14950,0.94578
20080421,LSS,-157,0.220,-0.80000,-0.43960
20080428,LLG,-29,-1.721,0.57197,0.49761
20080514,LSS,-155,-0.368,1.29946,0.70496
20080514,SB2,-36,-0.130,0.10440,0.05074
20080515,GBS,-87,-0.951,2.42577,0.82306
20080515,W2,-8,128.172,-2.67234,-0.51309
20080527,CT2,-18,1.930,-0.60641,-0.17464
20080530,TU2,-31,0.415,-3.70809,-0.25864
20080606,LES,-98,0.156,-0.79250,-0.38832
20080610,ED,-52,0.171,-2.16562,-0.22522
20080613,JY,-12,0.006,-0.26371,-0.09810
20080613,TY2,-19,2.776,-2.52841,-0.52844
20080616,CD,-17,-0.015,1.46840,0.24963
20080709,CT2,-16,-17.693,5.52584,1.41462
20080714,RR2,-14,9.560,-0.19620,-0.02747
20080715,SP,-3,60.417,-0.86339,-0.45328
20080716,FCE,-21,271.065,-1.29317,-0.57029
20080716,DAX,-6,402.725,-0.79516,-0.60439
20080716,LB,-35,14.257,-1.08501,-0.55064
20080718,PA2,-11,-208.937,5.22218,2.29776
20080804,SF,-12,-0.039,2.42594,0.58222
20080805,HG2,-7,8.525,-0.68911,-0.14954
20080805,W2,-10,112.928,-2.35474,-0.56514
20080806,SI2,-6,-406.470,1.80609,1.21911
20080808,GC2,-9,-68.164,1.06428,0.61303
20080815,EC,-11,-0.038,2.09817,0.51930
20080818,NG2,-5,-4.157,19.79229,2.07819
20080821,BP,-19,-0.053,2.73984,0.62468
20080826,AD,-19,-0.028,1.83093,0.52182
20080902,GO,-5,-475.840,15.10444,2.37895
20080903,HO2,-4,-1.579,17.00682,2.65306
20080903,W2,-11,-211.798,4.41036,1.16434
20080904,CL2,-4,-3.675,0.81556,0.14680
20080905,ND,-5,2.683,-0.02732,-0.01366
20080905,NK,-15,-21.400,0.05100,0.01530
20080908,HG2,-8,-64.340,5.18706,1.28639
20080908,DAX,-6,-1336.330,2.63682,2.00419
20080910,RB2,-4,-1.401,11.76575,2.35315
20080910,LB,-37,-29.256,2.21597,1.18887
20080912,S2,-8,-259.500,3.81471,1.03760
20080916,SP,-3,46.797,-0.66881,-0.35113
20080918,FCE,-21,257.225,-1.22726,-0.54122
20080930,ND,-4,-80.610,0.80560,0.32224
20080930,SP,-3,-126.362,1.80489,0.94756
20080930,NK,-13,-2115.000,5.28500,1.37410
20081001,AD,-16,-0.093,6.17260,1.48142
20081003,FCE,-19,-473.815,2.25388,0.89930
20081003,EC,-9,-0.070,3.89378,0.78849
20081007,CL2,-4,-54.476,12.10464,2.17884
20081007,CD,-20,-0.031,3.11900,0.62380
20081007,BP,-16,-0.109,5.68219,1.09098
20081007,SF,-12,-0.015,0.94994,0.22798
20081015,RR2,-18,34.050,-0.68600,-0.12348
20081016,SI2,-5,84.296,-0.37509,-0.21099
20081016,ND,-3,124.030,-1.24080,-0.37224
20081016,CD,-18,-0.030,2.99060,0.53831
20081016,SB2,-32,1.259,-1.04779,-0.45265
20081017,HG2,-7,-9.420,0.75802,0.16449
20081023,GC2,-7,72.494,-1.13350,-0.50781
20081023,LB,-35,10.019,-0.76351,-0.38748
20081027,DAX,-4,720.145,-1.42158,-0.72035
20081027,NK,-10,905.000,-2.26500,-0.45300
20081027,SP,-2,92.286,-1.31866,-0.46153
20081027,AD,-11,0.042,-2.81853,-0.46506
20081027,CT2,-18,-2.413,0.75081,0.21623
20081028,FCE,-15,325.600,-1.55286,-0.48915
20081111,BP,-12,0.006,-0.31859,-0.04588
20081112,HG2,-6,-1.871,0.14923,0.02776
20081112,RR2,-19,11.210,-0.22920,-0.04355
20081113,EC,-8,0.076,-4.23017,-0.76143
20081117,ND,-3,94.158,-0.94207,-0.28262
20081120,SP,-2,79.421,-1.13487,-0.39721
20081121,DAX,-3,658.310,-1.29955,-0.49388
20081121,FCE,-13,441.500,-2.10476,-0.57460
20081203,PA2,-12,29.981,-0.75077,-0.36037
20081203,LB,-32,-0.600,0.04207,0.01952
