Date,Market,Contracts,Points,SCALEDPROFIT,REALPROFIT
19980810,TY2,61,6.398,5.81165,3.89962
19980810,ED,179,0.958,11.95250,4.27900
19980828,LLG,41,4.056,1.35033,1.66091
19980910,TU2,76,-0.057,-0.53147,-0.09088
19980911,BP,28,-0.015,-0.80937,-0.27195
19980914,LES,107,0.165,0.81550,0.43629
19980922,LSS,236,0.342,1.20607,0.99622
19980923,CT2,31,-3.904,-1.22306,-0.60664
19980925,TU2,66,0.249,2.19378,0.32578
19981001,SF,24,0.019,1.19125,0.57180
19981009,JY,12,-0.015,-0.61649,-0.22934
19981013,BAX,83,-0.089,-0.72910,-0.18820
19981019,TU2,56,-0.554,-4.94640,-0.62325
19981113,AD,22,-0.019,-1.27707,-0.42143
19981127,ND,4,351.553,3.51503,1.40601
19981201,LSS,204,0.344,1.21464,0.86725
19981201,S2,45,-20.368,-0.30099,-0.46052
19981211,LLG,26,-0.440,-0.14847,-0.11580
19981222,SP,3,-7.214,-0.10334,-0.05426
19981231,PA2,31,-12.003,-0.30134,-0.37366
19990104,JY,10,-0.016,-0.64391,-0.19961
19990105,FCE,18,-168.280,-0.80371,-0.30380
19990106,SB2,79,-0.631,-0.52720,-0.56226
19990112,LB,31,19.360,1.46524,0.65863
19990115,LES,96,-0.194,-0.97750,-0.46920
19990202,PA2,30,0.362,0.00779,0.00935
19990202,FCE,18,-309.445,-1.47593,-0.55790
19990205,AD,25,-0.022,-1.48180,-0.55568
19990205,CD,39,-0.013,-1.29170,-0.50376
19990211,LSS,187,-0.221,-0.80286,-0.52547
19990311,SP,3,-1.744,-0.02520,-0.01323
19990318,NK,16,570.000,1.42250,0.45520
19990324,LSS,198,-0.260,-0.94286,-0.65340
19990324,LES,113,0.113,0.55550,0.31386
19990326,PA2,28,-7.157,-0.18019,-0.20181
19990329,GO,58,-8.000,-0.25556,-0.46690
19990329,CL2,40,1.086,0.24018,0.43232
19990406,ND,3,-175.109,-1.75159,-0.52548
19990407,FCE,21,170.085,0.80755,0.35613
19990419,CD,48,0.001,0.10200,0.04896
19990423,AD,30,0.000,0.00993,0.00447
19990426,LB,28,68.200,5.17035,2.09916
19990427,ND,3,-206.693,-2.06743,-0.62023
19990428,SP,3,-74.989,-1.07156,-0.56257
19990430,HO2,37,-0.041,-0.44282,-0.63899
19990505,NG2,26,-0.168,-0.80238,-0.43810
19990505,BAX,111,-0.111,-0.90675,-0.31302
19990615,NK,17,400.000,0.99750,0.33915
19990618,DAX,7,-103.640,-0.20493,-0.18172
19990622,ND,3,-23.327,-0.23378,-0.07013
19990701,HG2,57,-0.986,-0.08117,-0.14343
19990701,CL2,40,0.699,0.15418,0.27752
19990701,HO2,36,0.041,0.44138,0.61969
19990702,GO,57,32.447,1.02849,1.84666
19990702,SP,3,-31.929,-0.45641,-0.23962
19990726,NG2,27,0.253,1.20267,0.68191
19990819,JY,18,0.033,1.33181,0.74315
19990831,CL2,39,1.573,0.34844,0.61152
19990831,SB2,79,-0.200,-0.16946,-0.18073
19990901,HO2,38,0.004,0.03911,0.05797
19990907,ND,3,-164.493,-1.64543,-0.49363
19990908,HG2,49,-3.550,-0.28790,-0.43733
19990910,PA2,29,11.803,0.29383,0.34084
19990910,FCE,27,-201.490,-0.96186,-0.54537
19990923,JY,15,-0.035,-1.40367,-0.65271
19990924,BP,27,-0.002,-0.09615,-0.03115
19990929,SI2,42,-28.575,-0.12744,-0.60217
19991007,GC2,57,-9.151,-0.14377,-0.52446
19991011,ND,3,-157.460,-1.57510,-0.47253
19991013,PA2,32,-12.000,-0.30125,-0.38560
19991018,SF,23,-0.021,-1.34594,-0.61913
19991018,EC,16,-0.031,-1.74006,-0.62642
19991026,PA2,32,1.064,0.02534,0.03243
19991029,FCE,27,927.025,4.41202,2.50162
19991101,ND,3,914.995,9.14945,2.74484
19991111,GO,48,8.898,0.28087,0.42468
19991111,HO2,33,0.012,0.13206,0.16996
19991111,DAX,8,918.800,1.81284,1.83720
19991115,CL2,34,0.293,0.06398,0.09789
19991123,NK,18,-442.000,-1.10750,-0.39870
19991129,JY,13,-0.028,-1.12581,-0.45370
19991213,PA2,30,14.244,0.35485,0.42582
19991216,HG2,49,-0.493,-0.04141,-0.06290
19991221,GO,43,-8.097,-0.25865,-0.35034
19991221,HO2,29,-0.033,-0.36015,-0.40732
19991227,SP,3,-60.437,-0.86367,-0.45343
19991228,CD,54,0.001,0.07620,0.04115
19991229,CL2,30,-1.963,-0.43731,-0.59037
20000105,LB,24,-25.989,-1.97503,-0.68731
20000117,DAX,7,-310.765,-0.61368,-0.54419
20000118,HO2,27,0.122,1.31553,1.38525
20000118,GO,40,-2.210,-0.07175,-0.09040
20000118,CL2,27,5.109,1.13431,1.37819
20000118,NK,18,340.000,0.84750,0.30510
20000120,ND,2,-252.341,-2.52391,-0.50478
20000124,PA2,27,219.851,5.49503,5.93463
20000204,FCE,20,-160.980,-0.76895,-0.32296
20000204,ND,2,342.898,3.42848,0.68569
20000204,DAX,6,136.500,0.26898,0.20445
20000204,LB,24,-22.702,-1.72567,-0.60053
20000207,HO2,21,0.035,0.37392,0.30624
20000223,PA2,16,0.000,-0.00125,-0.00080
20000223,CT2,39,-0.335,-0.10781,-0.06728
20000225,BAX,86,-0.214,-1.73312,-0.46354
20000301,NK,19,-965.000,-2.41500,-0.91770
20000302,GO,34,-0.148,-0.00627,-0.00672
20000303,FCE,17,-267.105,-1.27431,-0.45493
20000320,S2,46,1.527,0.02099,0.03283
20000324,ND,1,-361.522,-3.61572,-0.36157
20000328,NG2,19,1.033,4.91905,1.96270
20000329,NK,18,-590.800,-1.47950,-0.53262
20000405,BAX,99,-0.170,-1.38585,-0.42669
20000410,LSS,236,-0.100,-0.37286,-0.30798
20000411,TY2,34,-1.979,-1.80327,-0.67442
20000420,HO2,17,0.097,1.03875,0.68869
20000515,GO,32,18.265,0.57825,0.58288
20000515,SB2,100,1.388,1.14774,1.54945
20000517,FCE,13,-446.175,-2.12702,-0.58068
20000519,CL2,23,1.472,0.32604,0.33746
20000522,LSS,233,1.036,3.68500,3.00512
20000602,FCE,13,-77.230,-0.37014,-0.10105
20000602,LLG,24,-1.929,-0.64477,-0.46423
20000606,NG2,18,-0.405,-1.92957,-0.72938
20000616,NG2,16,-0.309,-1.47248,-0.49475
20000623,NG2,16,-0.198,-0.94500,-0.31752
20000630,SB2,86,-0.680,-0.56769,-0.65908
20000705,TY2,32,1.724,1.56264,0.55005
20000713,SB2,81,0.952,0.78635,0.85988
20000721,PA2,12,52.343,1.30731,0.62751
20000724,HG2,61,1.704,0.13581,0.25681
20000728,TU2,61,0.507,4.48133,0.61506
20000804,BAX,117,0.119,0.93891,0.34164
20000804,ED,125,0.241,2.98875,0.74719
20000804,SB2,70,-0.624,-0.52148,-0.49279
20000810,GO,34,60.605,1.92238,2.05887
20000811,HO2,19,0.122,1.31634,0.97541
20000815,CL2,22,2.067,0.45822,0.45364
20000822,NG2,12,0.146,0.69205,0.17440
20000901,LES,113,0.076,0.37000,0.20905
20000905,ND,1,-472.838,-4.72888,-0.47289
20001013,GO,25,-23.000,-0.73175,-0.57625
20001013,HO2,17,-0.078,-0.84431,-0.55978
20001013,CL2,19,-3.084,-0.68642,-0.58689
20001016,SB2,60,-0.496,-0.41495,-0.33611
20001018,RR2,73,-30.940,-0.62380,-0.45537
20001101,PA2,12,108.155,2.70262,1.29726
20001115,NG2,11,-0.385,-1.83724,-0.42440
20001116,CL2,20,-2.348,-0.52280,-0.47052
20001116,HO2,16,-0.056,-0.60874,-0.37986
20001117,LLG,38,0.889,0.29470,0.33596
20001122,NG2,10,2.294,10.92086,2.29338
20001124,TY2,44,2.907,2.63835,1.27696
20001128,CT2,36,-3.142,-0.98491,-0.56731
20001130,GBS,198,0.842,2.14513,1.65647
20001130,TU2,84,1.393,12.36285,2.33658
20001130,ED,166,1.041,12.99125,4.31310
20001130,LEU,166,0.553,2.75350,2.28540
20001201,BAX,160,0.662,5.30386,2.63920
20001201,LES,135,0.300,1.49000,1.00575
20001204,S2,48,-19.530,-0.28868,-0.47112
20001218,PA2,12,93.961,2.34777,1.12693
20010102,NG2,6,0.000,-0.00238,-0.00030
20010108,SF,23,-0.021,-1.33844,-0.61568
20010108,EC,14,-0.038,-2.09111,-0.65870
20010109,TY2,39,-1.300,-1.18665,-0.50907
20010110,NG2,6,-0.950,-4.52619,-0.57030
20010123,PA2,12,-45.000,-1.12625,-0.54060
20010130,LSS,303,-0.099,-0.36786,-0.39011
20010201,BAX,117,-0.173,-1.40675,-0.51187
20010201,ED,107,-0.252,-3.17188,-0.67878
20010226,BAX,107,0.195,1.54823,0.51520
20010226,ED,99,0.181,2.23562,0.44265
20010228,LSS,283,-0.002,-0.02250,-0.02229
20010302,TY2,33,-0.743,-0.67969,-0.24673
20010315,TU2,56,-0.375,-3.35556,-0.42280
20010316,LLG,40,-0.804,-0.26977,-0.32372
20010319,LES,137,-0.055,-0.28700,-0.19660
20010322,GBS,162,-0.203,-0.53231,-0.33631
20010322,LEU,126,-0.161,-0.81400,-0.51282
20010405,ED,85,-0.187,-2.35625,-0.40056
20010423,ED,75,0.274,3.40563,0.51084
20010430,LB,27,61.805,4.68521,1.83426
20010510,BAX,80,-0.301,-2.43489,-0.60580
20010518,GO,31,-6.755,-0.21603,-0.21096
20010612,BAX,80,-0.219,-1.77572,-0.44180
20010615,HO2,20,-0.064,-0.69336,-0.54082
20010618,TU2,52,-0.361,-3.23465,-0.37845
20010625,SB2,79,-0.448,-0.37496,-0.39990
20010702,CD,50,-0.010,-1.03300,-0.51650
20010702,S2,51,34.507,0.50599,0.87739
20010719,TU2,51,0.353,3.11547,0.35750
20010719,BAX,84,2.071,16.63023,4.34448
20010719,ED,81,1.679,20.96750,3.39674
20010730,LEU,107,0.856,4.27150,2.28525
20010801,LES,117,0.681,3.39750,1.98754
20010801,GBS,135,1.485,3.79385,1.99746
20010814,TY2,32,4.693,4.26221,1.50030
20010816,AD,29,-0.013,-0.89807,-0.39066
20010820,GC2,62,3.200,0.04922,0.19530
20010829,BP,29,-0.024,-1.27927,-0.44519
20010829,LLG,35,-1.631,-0.54520,-0.57246
20010831,EC,17,-0.027,-1.49000,-0.56993
20010831,SF,27,-0.016,-1.02569,-0.55387
20010910,TU2,56,1.810,16.06374,2.02403
20010910,LSS,184,0.740,2.62857,1.69280
20010914,SF,26,0.006,0.38794,0.20173
20010914,BP,25,-0.029,-1.49063,-0.44719
20010917,EC,17,-0.021,-1.17067,-0.44778
20011004,LLG,34,1.907,0.63407,0.64675
20011026,LES,111,0.107,0.52400,0.29082
20011204,BAX,84,-0.278,-2.24839,-0.58737
20011212,BAX,78,0.072,0.56350,0.13670
20020107,SP,4,-63.526,-0.90780,-0.63546
20020107,DAX,5,-431.400,-0.85175,-0.53950
20020107,W2,68,-16.930,-0.35479,-0.57902
20020108,ED,72,-0.072,-0.92375,-0.13302
20020109,AD,33,-0.016,-1.07793,-0.53358
20020110,SB2,93,-0.456,-0.38210,-0.47972
20020201,HG2,65,-2.303,-0.18734,-0.37749
20020213,LB,21,8.832,0.66657,0.20297
20020225,TU2,41,-0.687,-6.13244,-0.56572
20020307,AD,42,0.042,2.76593,1.74254
20020311,DAX,6,-207.350,-0.40960,-0.31133
20020315,S2,61,-12.345,-0.18301,-0.37957
20020319,HG2,59,-3.885,-0.31492,-0.57599
20020319,CL2,24,-0.254,-0.05764,-0.06226
20020328,SI2,50,-16.896,-0.07554,-0.42490
20020402,HO2,21,-0.060,-0.64744,-0.53025
20020403,GO,31,-15.373,-0.48960,-0.47810
20020403,GC2,68,11.176,0.17384,0.75657
20020403,LES,89,2.492,12.45050,5.54047
20020415,ED,68,1.601,19.98562,2.71805
20020422,CD,61,0.009,0.94380,0.57572
20020422,BP,35,0.114,5.90792,2.48133
20020425,S2,56,-20.885,-0.30860,-0.58758
20020429,TU2,44,3.454,30.68000,3.03732
20020430,SF,30,0.057,3.57244,2.14346
20020501,NG2,14,-0.327,-1.56076,-0.45886
20020506,EC,22,0.075,4.15394,2.05620
20020513,CL2,24,-0.860,-0.19222,-0.20760
20020515,HO2,22,-0.052,-0.56343,-0.48342
20020516,S2,56,10.588,0.15423,0.29365
20020520,JY,22,0.045,1.80399,1.23032
20020521,SI2,49,9.500,0.04178,0.23030
20020523,NK,20,-472.850,-1.18463,-0.47385
20020604,HG2,66,-2.391,-0.19444,-0.39782
20020605,TY2,29,9.634,8.75341,2.79234
20020617,GBS,142,0.980,2.50103,1.38507
20020617,LEU,122,0.456,2.26775,1.38333
20020617,LSS,175,0.812,2.88643,1.76794
20020624,CD,63,-0.006,-0.61160,-0.38531
20020627,BAX,75,0.257,2.05064,0.47831
20020701,S2,51,17.512,0.25607,0.44402
20020711,W2,67,12.382,0.25589,0.41146
20020712,SB2,94,-0.379,-0.31788,-0.40340
20020715,LLG,40,1.570,0.52180,0.62616
20020722,RR2,93,-38.800,-0.78100,-0.72633
20020814,S2,38,-18.045,-0.26684,-0.34476
20020815,CL2,25,0.930,0.20564,0.23135
20020816,GO,40,11.502,0.36357,0.45810
20020903,W2,56,26.880,0.55792,0.74984
20020904,LLG,36,-0.902,-0.30240,-0.32659
20020904,GBS,123,0.147,0.36282,0.17405
20020904,LEU,101,0.058,0.27900,0.14089
20020904,SB2,91,1.038,0.85720,1.05307
20020906,HO2,26,-0.033,-0.35474,-0.35971
20020911,S2,35,-23.627,-0.34893,-0.41523
20020920,LSS,168,-0.161,-0.59036,-0.34713
20021015,NG2,13,-0.560,-2.66905,-0.72865
20021029,BAX,69,0.138,1.09646,0.23529
20021030,ED,78,0.397,4.94375,0.77123
20021101,TU2,37,-0.826,-7.36301,-0.61297
20021104,AD,33,0.048,3.17913,1.57367
20021104,EC,16,0.087,4.81211,1.73236
20021108,BP,26,-0.026,-1.36104,-0.42464
20021113,GBS,109,1.241,3.17000,1.34757
20021129,S2,34,-20.380,-0.30118,-0.34816
20021203,HG2,72,-2.975,-0.24157,-0.53919
20021203,ND,5,-121.615,-1.21665,-0.60833
20021204,SB2,85,-0.596,-0.49791,-0.57136
20021209,GC2,56,40.683,0.63489,2.27545
20021209,LEU,96,0.317,1.57725,0.75708
20021211,NG2,12,0.189,0.89552,0.22567
20021212,CD,48,-0.008,-0.80540,-0.38659
20021216,BP,27,0.036,1.84823,0.59883
20021218,SF,23,0.032,2.02537,0.93167
20021219,TU2,42,-0.146,-1.31964,-0.12471
20021223,CT2,36,-2.476,-0.77681,-0.44744
20021226,TY2,23,-1.399,-1.27628,-0.32290
20021230,LSS,182,0.209,0.73036,0.46524
20030102,SI2,56,-7.679,-0.03457,-0.21781
20030106,NG2,11,2.100,9.99829,2.30960
20030113,CD,54,0.024,2.44320,1.31933
20030115,JY,20,-0.021,-0.84468,-0.52370
20030116,HG2,76,-0.010,-0.00242,-0.00570
20030117,CL2,25,3.740,0.83000,0.93375
20030120,LLG,33,1.305,0.43337,0.42903
20030121,SB2,84,0.664,0.54717,0.62049
20030123,TU2,45,0.343,3.02381,0.30616
20030127,HO2,21,0.116,1.25286,1.02609
20030127,GO,33,77.202,2.44929,2.54603
20030203,CT2,41,1.202,0.37253,0.24438
20030210,LB,29,-13.700,-1.04276,-0.43848
20030214,TY2,25,0.253,0.22528,0.06195
20030220,HO2,18,0.012,0.12602,0.08847
20030226,JY,21,-0.020,-0.79343,-0.51652
20030227,HG2,70,-3.077,-0.24976,-0.54197
20030228,S2,45,14.810,0.21632,0.33098
20030303,NG2,8,-0.159,-0.76105,-0.12786
20030312,RR2,95,68.830,1.37160,1.30302
20030328,CD,49,-0.013,-1.30840,-0.64112
20030411,CD,47,0.039,3.86570,1.81688
20030421,AD,37,0.051,3.40273,1.88852
20030421,RR2,82,36.345,0.72190,0.59196
20030430,ND,7,90.530,0.90480,0.63336
20030430,EC,16,0.044,2.43861,0.87790
20030430,S2,45,-3.108,-0.04717,-0.07217
20030507,SF,21,-0.003,-0.19912,-0.08363
20030507,ED,135,0.021,0.23500,0.06345
20030507,TU2,56,0.267,2.35199,0.29635
20030508,JY,21,-0.021,-0.83605,-0.54427
20030509,TY2,28,1.975,1.79134,0.55173
20030513,SP,4,16.618,0.23711,0.16598
20030516,GBS,139,0.245,0.61487,0.33332
20030516,LES,133,-0.078,-0.40000,-0.26600
20030519,LEU,135,0.067,0.32475,0.21921
20030603,FCE,23,228.915,1.08769,0.52535
20030605,DAX,8,339.150,0.66891,0.67790
20030606,BP,24,-0.017,-0.90042,-0.25932
20030606,CD,34,-0.016,-1.64340,-0.55876
20030609,BAX,98,0.027,0.19936,0.06076
20030611,LLG,28,-1.691,-0.56520,-0.47477
20030702,NK,31,-50.000,-0.12750,-0.07905
20030711,CL2,18,-1.268,-0.28291,-0.22916
20030715,HG2,67,-1.650,-0.13468,-0.27972
20030718,BAX,87,-0.214,-1.73312,-0.46893
20030724,SI2,56,-8.713,-0.03917,-0.24676
20030724,RR2,54,-11.420,-0.23340,-0.12604
20030724,W2,49,12.418,0.25661,0.30178
20030804,HO2,17,-0.062,-0.67238,-0.44579
20030804,GO,24,-16.567,-0.52754,-0.39882
20030819,NK,28,170.000,0.42250,0.23660
20030820,ND,7,11.690,0.11640,0.08148
20030822,LES,149,-0.144,-0.72800,-0.54236
20030822,LB,25,8.600,0.64896,0.23525
20030825,PA2,29,10.958,0.27270,0.31633
20030828,GC2,38,-0.475,-0.00820,-0.01995
20030902,SP,5,-12.982,-0.18574,-0.16252
20030904,HG2,69,9.070,0.72988,1.56121
20030910,SI2,46,-15.907,-0.07114,-0.36816
20030912,CT2,33,11.700,3.65312,1.92885
20030919,AD,26,0.097,6.43120,2.50817
20030923,BAX,85,-0.198,-1.61013,-0.42564
20030923,S2,36,107.663,1.58180,1.93613
20030930,JY,22,-0.002,-0.09294,-0.06339
20031001,LES,156,-0.161,-0.81550,-0.63609
20031008,SP,5,87.462,1.24917,1.09303
20031010,GO,31,-2.935,-0.09476,-0.09254
20031013,HO2,21,-0.066,-0.70883,-0.58053
20031013,ND,7,-48.445,-0.48495,-0.33947
20031014,CD,26,-0.012,-1.22330,-0.31806
20031021,NK,23,-720.000,-1.80250,-0.82915
20031027,GC2,36,21.263,0.33145,0.76367
20031030,BP,23,-0.039,-2.03495,-0.56165
20031104,DAX,11,-182.235,-0.36003,-0.50170
20031104,FCE,35,193.795,0.92045,0.67653
20031111,W2,43,-7.945,-0.16760,-0.17297
20031113,CD,28,-0.016,-1.61450,-0.45206
20031114,JY,21,-0.002,-0.06423,-0.04182
20031117,SI2,37,82.518,0.36630,1.52473
20031119,BP,23,0.111,5.76161,1.59021
20031119,EC,13,0.053,2.93294,0.85789
20031119,SF,19,0.018,1.10156,0.41859
20031120,GO,29,-19.462,-0.61944,-0.56586
20031124,LES,141,-0.184,-0.92850,-0.65459
20031202,DAX,11,123.940,0.24420,0.34029
20031203,HG2,55,35.833,2.88814,4.92429
20031204,RR2,53,-47.255,-0.95010,-0.50355
20031212,BAX,92,0.570,4.56350,1.30571
20031215,HO2,20,-0.022,-0.23282,-0.18160
20031215,CL2,24,0.531,0.11696,0.12631
20031215,GBS,127,1.168,2.98231,1.47714
20031216,GO,28,-2.225,-0.07222,-0.06370
20031216,LES,130,-0.109,-0.55250,-0.35912
20031218,TU2,44,0.771,6.83485,0.67665
20031218,TY2,20,2.997,2.72045,0.59850
20031230,ND,7,2.645,0.02595,0.01817
20031231,CD,28,-0.008,-0.82390,-0.23069
20040107,HO2,19,-0.049,-0.53022,-0.39290
20040107,RR2,57,-49.500,-0.99500,-0.56715
20040112,NG2,7,-0.250,-1.19233,-0.17527
20040112,ED,154,-0.142,-1.79688,-0.55344
20040112,LES,132,0.047,0.22400,0.14784
20040113,S2,24,-26.617,-0.39290,-0.32061
20040121,HO2,18,-0.057,-0.61223,-0.42979
20040121,LEU,147,0.094,0.45850,0.33700
20040123,AD,27,-0.022,-1.45447,-0.58906
20040129,SI2,32,-23.508,-0.10492,-0.37773
20040209,BP,22,0.016,0.82568,0.21798
20040209,LB,22,-3.088,-0.23771,-0.07583
20040210,S2,23,151.335,2.22404,1.73920
20040211,AD,25,-0.006,-0.41687,-0.15633
20040212,ED,150,-0.021,-0.29375,-0.08812
20040218,SI2,29,-39.459,-0.17582,-0.57361
20040218,CL2,22,0.576,0.12693,0.12566
20040218,EC,12,-0.041,-2.29189,-0.61881
20040302,SI2,27,78.529,0.34857,1.05879
20040302,NK,23,-227.300,-0.57075,-0.26254
20040302,RR2,52,20.800,0.41100,0.21372
20040309,PA2,28,50.311,1.25651,1.40729
20040309,LLG,33,-1.389,-0.46483,-0.46019
20040316,GO,25,-13.365,-0.42587,-0.33537
20040326,NK,23,-94.000,-0.23750,-0.10925
20040329,GC2,34,-11.632,-0.18253,-0.39719
20040331,LB,21,30.872,2.33857,0.71209
20040401,JY,21,-0.020,-0.79319,-0.51636
20040413,CL2,20,1.942,0.43044,0.38740
20040414,GO,24,33.840,1.07270,0.81096
20040416,HO2,15,-0.001,-0.01344,-0.00786
20040423,RR2,43,-3.310,-0.07120,-0.03062
20040426,FCE,42,-151.400,-0.72333,-0.63798
20040525,NG2,8,-0.633,-3.01710,-0.50687
20040618,SB2,92,-0.120,-0.10326,-0.12825
20040621,FCE,39,-123.970,-0.59271,-0.48543
20040702,HO2,15,0.081,0.86740,0.50743
20040702,GO,21,36.750,1.16508,0.77070
20040706,SF,16,-0.025,-1.56325,-0.50024
20040719,EC,12,-0.039,-2.19611,-0.59295
20040719,BP,17,-0.056,-2.94312,-0.60040
20040722,LB,21,-16.100,-1.22483,-0.37296
20040729,CL2,18,2.312,0.51260,0.41521
20040816,CD,30,0.065,6.52640,1.95792
20040816,LEU,175,-0.117,-0.59575,-0.52128
20040816,TY2,30,0.274,0.24489,0.08081
20040819,LB,21,-21.652,-1.64601,-0.50121
20040823,GC2,35,-14.755,-0.23133,-0.51818
20040823,GBS,167,-0.270,-0.70590,-0.45975
20040901,TU2,56,-0.519,-4.63555,-0.58408
20040901,LLG,46,0.439,0.14450,0.19941
20040913,LSS,259,0.151,0.52393,0.47494
20040917,ED,110,-0.228,-2.87375,-0.63222
20040917,TU2,55,-0.446,-3.98692,-0.49338
20040921,HG2,26,-1.000,-0.08226,-0.06630
20040921,GO,18,76.688,2.43294,1.37948
20040922,HO2,13,0.167,1.80256,0.91390
20040923,CL2,16,4.182,0.92829,0.66837
20041001,GC2,39,20.717,0.32292,0.80601
20041001,SI2,22,31.600,0.14000,0.34650
20041001,AD,22,0.042,2.76840,0.91357
20041001,EC,15,0.089,4.95522,1.67239
20041011,LES,130,-0.063,-0.32700,-0.21255
20041011,LEU,200,-0.045,-0.23300,-0.23300
20041011,GBS,180,0.194,0.48513,0.34056
20041012,SB2,89,-0.598,-0.49949,-0.60014
20041021,TY2,33,-1.599,-1.45853,-0.52945
20041101,ND,8,73.050,0.73000,0.58400
20041104,SP,7,37.913,0.54133,0.66313
20041104,SF,19,0.020,1.24300,0.47234
20041105,DAX,15,67.395,0.13261,0.25198
20041108,JY,20,0.006,0.22718,0.14085
20041112,FCE,47,124.000,0.58810,0.58045
20041115,LLG,48,0.340,0.11153,0.16061
20041124,BP,22,0.035,1.82922,0.48291
20041126,LEU,210,-0.080,-0.41175,-0.43234
20041209,BAX,99,-0.213,-1.72749,-0.53188
20041229,HG2,26,-6.337,-0.51266,-0.41321
20050103,LES,131,0.441,2.19550,1.43805
20050114,LSS,304,-0.159,-0.58321,-0.62054
20050119,NK,30,171.500,0.42625,0.25575
20050124,LB,20,5.672,0.42684,0.12378
20050126,BAX,109,-0.169,-1.37862,-0.46734
20050127,SB2,105,-0.479,-0.40068,-0.56797
20050131,LEU,194,-0.075,-0.38500,-0.37345
20050207,DAX,16,-61.695,-0.12215,-0.24758
20050211,AD,23,-0.009,-0.57387,-0.19798
20050218,HG2,26,-6.700,-0.54194,-0.43680
20050223,CT2,35,0.600,0.18438,0.10325
20050223,S2,37,65.065,0.95537,1.20185
20050301,LB,21,-26.667,-2.02646,-0.61706
20050307,SP,7,-33.566,-0.47980,-0.58775
20050308,GBS,201,-0.320,-0.83333,-0.65325
20050309,BP,20,-0.050,-2.61380,-0.62731
20050315,CL2,13,-2.647,-0.58940,-0.34480
20050317,HO2,9,-0.081,-0.87807,-0.30820
20050317,GO,12,-10.795,-0.34429,-0.13014
20050329,CT2,33,-2.310,-0.72500,-0.38280
20050404,LEU,215,0.234,1.16225,1.24942
20050405,GBS,201,0.664,1.68974,1.32459
20050520,FCE,55,132.540,0.62876,0.72622
20050525,LLG,45,-0.509,-0.17140,-0.23139
20050601,TY2,38,-0.969,-0.88552,-0.37015
20050601,BAX,120,-0.153,-1.24196,-0.46350
20050601,S2,29,20.957,0.30673,0.30243
20050602,LSS,327,-0.135,-0.49714,-0.56898
20050606,HG2,28,-4.384,-0.35516,-0.30828
20050613,DAX,18,-112.500,-0.22241,-0.50715
20050614,HO2,10,-0.029,-0.30896,-0.12049
20050623,GBS,233,-0.275,-0.71769,-0.65217
20050623,LSS,317,0.103,0.35321,0.39189
20050627,BAX,118,-0.205,-1.66559,-0.61124
20050628,GO,13,-21.750,-0.69206,-0.28340
20050628,LLG,42,-1.278,-0.42770,-0.53890
20050711,FCE,51,83.355,0.39455,0.42256
20050712,SP,6,-10.604,-0.15177,-0.15936
20050712,DAX,17,149.190,0.29403,0.63321
20050715,ND,9,-14.030,-0.14080,-0.12672
20050719,HG2,26,5.994,0.48178,0.38831
20050719,SB2,117,0.312,0.25514,0.40299
20050728,NK,33,1515.300,3.78575,2.49859
20050802,NG2,9,0.848,4.03386,0.76240
20050808,CL2,12,1.374,0.30433,0.16434
20050811,HO2,10,-0.077,-0.83472,-0.32554
20050812,GC2,55,-15.600,-0.24453,-0.86075
20050812,GO,12,4.350,0.13651,0.05160
20050812,CD,30,0.006,0.63020,0.18906
20050825,NG2,8,1.110,5.28562,0.88798
20050831,HO2,9,-0.025,-0.27144,-0.09528
20050901,LLG,42,-1.220,-0.40820,-0.51433
20050907,DAX,16,-114.655,-0.22666,-0.45942
20050912,GC2,51,13.720,0.21359,0.69717
20050912,SB2,112,-0.322,-0.27084,-0.40952
20050920,NG2,6,-0.630,-3.00238,-0.37830
20050922,HG2,25,2.229,0.17811,0.13803
20050927,FCE,48,-35.145,-0.16974,-0.17110
20050928,SB2,104,0.285,0.23307,0.32723
20050929,NG2,6,-1.495,-7.12143,-0.89730
20050929,DAX,15,-84.190,-0.16654,-0.31646
20051011,PA2,50,42.038,1.04970,2.09940
20051102,NK,28,1446.300,3.61325,2.02342
20051104,ND,10,20.175,0.20125,0.20125
20051107,HG2,24,48.748,3.92968,2.92368
20051107,RR2,70,-41.020,-0.82540,-0.57778
20051109,LB,22,-17.000,-1.29310,-0.41250
20051116,SB2,86,2.068,1.71172,1.98731
20051117,SI2,31,50.383,0.22348,0.77939
20051118,GC2,40,21.400,0.33359,0.85400
20051122,DAX,13,170.555,0.33619,0.55365
20051205,PA2,40,1.033,0.02457,0.03932
20051205,FCE,44,78.925,0.37345,0.34507
20051206,CD,28,-0.014,-1.40510,-0.39343
20051212,RR2,71,10.995,0.21490,0.15258
20051222,NK,23,-2.200,-0.00800,-0.00368
20051223,LB,21,-4.055,-0.31107,-0.09472
20060104,GC2,32,15.667,0.24402,0.49975
20060104,SI2,26,10.000,0.04400,0.12870
20060105,SB2,70,3.327,2.75681,2.60518
20060109,ND,10,-39.530,-0.39580,-0.39580
20060109,SP,7,-26.775,-0.38279,-0.46891
20060116,LLG,43,-0.866,-0.29040,-0.37462
20060130,NK,18,-670.000,-1.67750,-0.60390
20060130,DAX,13,72.260,0.14221,0.23420
20060130,FCE,43,-13.135,-0.06493,-0.05863
20060201,PA2,27,0.151,0.00252,0.00273
